genes.name
BMPR1B
HAND1
AK3
HLA-DRB5
PSMD2
UFC1
EDC3
COIL
GSAP
LOC105374250
LOC100509072
SEMG1
ZNF784
ACKR2
RPL10L
RLIM
ACTL10
ITGB4
RFPL4A
LOC283674
RIT1
AGPAT2
L3MBTL4
LSM10
TPSG1
TMEM176A
LOX
EIF3G
LOC105373442
DYNAP
CDC42EP1
C19orf53
ODC1
C1orf159
TCP11L2
PCGF5
VEGFA
HSD3B1
IL26
LOC100652833
PPIAL4F
MTBP
GSR
GJD2
SCN10A
ZNF556
PIGA
NUSAP1
TBC1D32
C1orf95
OR13C8
SMIM5
LOC100131195
RPS26
ARHGAP10
SLC16A14
SEC22B
LOC105370362
OR4D10
SPRY1
MAP3K1
C14orf142
SLC6A12
ATP6V1C2
CCDC96
CPOX
TOX4
LOC105379433
KLRD1
UBXN2A
EREG
SPINT3
MTHFD1
CRCT1
CBLN4
SEC31B
MYO1G
TMEM116
KCTD15
ACP1
BANF1
LOC105378242
GBP1
CDC37
NXT1
PIWIL2
ZNF623
CSAG2
TRIM74
SLC16A3
HESX1
SNRPD1
LOC105370059
GTF2A1
LOC645984
TMEM131
GOLGA8B
CCL20
CD28
KIAA0100
THUMPD2
LOC105372836
LMCD1
RFX2
BTN2A2
ATG9B
LOC102725035
USP32
FAM180B
CTRB1
SRA1
ZNF385C
KRAS
HIST1H4L
LOC100130520
EFEMP1
ACOT2
SUPT7L
AGR3
NAIP
TSHB
TMEM159
DSG1
RAB20
EFHD2
AGTR1
MORN4
GNB1
ATXN2L
CHRDL1
MRGBP
BCO1
UNKL
LOC102724378
LOC105379554
OR4F17
CA6
BZRAP1
CSE1L
EPC1
LOC100507483
PLXNB2
PIH1D3
TSPAN9
PPIL3
PRAC1
ZNF324B
SKI
CFL2
LCMT2
SUV420H1
C1orf233
MOSPD2
ISL1
RPL3L
SSSCA1
HSFX1
MPL
APBB1IP
MASTL
SUOX
RNF133
DDX1
FAM13A
LOC105379587
LIG1
KCNK5
LHCGR
PRSS23
GIN1
ARHGEF15
UQCRC2
PEBP4
EGR4
ERMARD
LOC101929008
DNMT3A
SERPINC1
PRY
USP17L26
SPACA5
LOC284669
GRM5
TTYH1
FAM192A
PNOC
ADAMTS13
SLC22A17
RPUSD3
ZBTB17
PTOV1
FAM96A
DCAF13
ARMC7
CA11
LOC105378832
HOXD13
GPR180
PSMB4
TMEM43
NFX1
MTCH1
LOC101060689
KRTCAP2
SOAT1
LOC102725091
DPEP1
IGFL2
COX7C
MED13
DOCK10
ZNF716
LOC105370649
AKR1B1
USP51
KIR2DL2
DGCR6
ZNF461
F11
FARS2
OR2A14
LOC105377623
TCP11
DNMT1
CHDH
GFRA4
CDC42BPG
ZNF438
NSD1
TRIM43B
ACACA
SIGLEC5
LIN28B
KLK9
NXPH4
CNTN3
RHOBTB3
EFHB
BABAM1
USP33
YWHAZ
LOC105369212
SUSD1
LOC105376204
CCND1
TMEM253
GHITM
HBG2
KIAA1210
FRAS1
SAMD4A
XRCC5
LOC285500
SARNP
TMEM251
LOC199882
SCT
TXNDC15
SPRN
CD247
TMEM37
MRPL2
LOC105369214
A1CF
SYNCRIP
C6orf141
AFAP1L2
STATH
TAS2R60
SLC12A6
ZNF705G
LOC105379545
LCP1
C9orf139
FAM227A
ACSL3
CYSLTR1
MYL3
SPDYE6
TSPAN8
PLXDC1
DPYS
NSUN6
PDCL3
BSN
GARS
ATAT1
PFKP
UBA6
EMILIN3
CANT1
ZSWIM8
KLHL4
SAP130
LOC105376337
IL32
PIP4K2A
PRRT2
RPS6KA6
SH3RF1
LOC100507462
YPEL1
PPP2R2C
AQP12A
TSSK2
TUSC3
RAB24
LOC105372493
PHYHIPL
OSBPL11
SI
KRTAP6-2
CEBPD
GIT2
APIP
OAF
LOC101060017
RP2
UNC13B
KAAG1
SMYD2
DCP1B
BHMG1
DAXX
DEFB133
MAD2L1
RAE1
FLII
HSF2BP
NFIL3
CNNM2
TRAPPC8
UGT2B7
ASB11
WDR12
PAPSS2
DEFA1B
FRA10AC1
C1orf122
GRID1
REXO1
RPS7
PLK1
UBR1
IGFL4
RCOR1
BSPH1
IL36RN
HAPLN3
PALB2
SLC9A3R1
ARHGEF5
MRAP2
HOXA5
ANKRA2
PSG3
SMYD5
SMPD1
BCCIP
WNK4
ZNF713
LOC102725070
CLCN6
TMEM222
ARL14EPL
KCNN3
EYA2
ZNF587
DEFB105A
C22orf31
RFK
NBPF26
LOC100128184
JRK
LOC105378056
SLC38A9
NTRK3
SARS2
IL6ST
RAB21
ZNF880
LOC105369191
MYNN
HHIP
MAGEB3
TTC29
SLC25A28
ATP2C1
LOC105372342
PPIC
NANP
WDR7
PRR22
CCDC102A
MRPS11
CDH12
SPTLC2
CELA2B
HTR1B
FBXO36
NFXL1
PFDN6
FASTKD5
LOC105374474
SEMA4G
FSIP1
SSX5
PDCD7
LAMC1
FZD9
TP53INP2
FHIT
MYCN
THPO
PLSCR4
USP17L18
POPDC3
ADAMTS19
PRR14
GAP43
OCTN3
LPPR3
PAFAH1B2
ARHGAP12
ZC3H3
EPS8L3
SNAP29
ARSI
SIGLEC8
METTL14
SCRT1
FAM214B
NUP35
OR8D1
PROX1
CBX5
ZNF528
LOC105374299
SCN2B
LOC105376752
CDKN2C
MTFR1
DCXR
LOC644058
IGFBP1
LOC100130175
RBMS1
RIC8A
GPR89A
MSH4
GDAP1
OR2T6
CCDC179
TAP2
C1GALT1
GALNTL5
TCOF1
LTA4H
TPST2
CBWD7
UBE2O
POLR2J3
SLC27A3
PQLC2
OR13H1
GPR33
EPHB1
PRAME
LOC102724017
MBOAT7
AMY1A
UBA3
FAM102B
FGF22
GCLC
WDR18
FLT3LG
KLHDC8A
SMG6
SLC30A1
C7orf72
DCDC2B
RHBG
ZNF502
NOL9
CASP7
NAT2
RAB30
HSPA5
HOOK2
PRPS2
PRPS1L1
CLEC5A
CCDC36
CKS2
MFN2
IMPG1
KDM5D
TMEM30B
ETV4
FDCSP
FBXO18
CENPW
TFCP2
DDX24
THADA
HSPB6
RBAK-RBAKDN
ANKEF1
ZNF232
CYP2R1
AES
ADAM8
GABRA1
LECT1
PCNX
C18orf54
UPK1B
KRT25
LOC105369154
CHFR
ARRB2
MYOM2
MED25
LOC651959
GPX3
ZNF319
ARRDC4
RUFY1
AGAP6
POU4F3
MARCH2
ZBTB9
SLC7A6OS
RPL27A
JST
LOC102724730
NHEJ1
SEPT7
ONECUT2
FAHD2A
LINGO2
LOC105370288
IL4I1
CLEC18B
LOC100288908
IFNA5
SPATA3
PTPN13
LYPLA1
TEX261
MARK3
KY
SREBF2
COL9A1
ABCC9
CYP26C1
KCNJ10
STX7
SLC25A43
LOC100130920
NOP9
FGF6
TRAF3IP2
LOC100506388
OR5V1
NDUFA9
TGFBI
AASDH
TAF1D
SMIM9
TNFSF13
CEP120
GAGE3
ABCB8
P2RY1
SFXN5
OR52B2
ZNF619
WNT11
CHCHD1
PEX1
LOC102724427
LRG1
AXL
SENP2
FAM160B1
CDCA3
CNTNAP3B
PRKG1
VTA1
CDW93
FOSL1
PCDHAC2
ZDHHC16
NT5C1B
LOC105374278
GOT1L1
LOC102724751
SERINC5
CHML
ABHD16B
HSD17B12
MED8
OR4C46
KRTAP3-2
TOR1AIP2
SPTY2D1
TRIM52
TACR3
IL34
AK8
CSN1S1
RNF41
OR1S1
AFF3
PDXK
PPARGC1A
SIGLEC11
NOTCH2
CNTLN
BMF
PAQR4
TPT1
OSBPL3
EMD
CDV3
RNF25
CYP2S1
LOC102723996
RBMXL1
TCF23
BOLA2
ARG1
ARHGEF7
APOLD1
THAP2
KIAA0319L
LOC100129399
PDHA2
FAM86C1
PPAPDC1A
SCFD1
KRTAP5-2
MUM1
C6orf99
OR8B2
PCDHA12
LOC102724560
HOMER3
NUDT12
PTH
NUB1
FAM200A
CDC42EP4
TMEM185A
PIGM
SFTPB
MRPL44
LOC641589
CNTFR
LZTS3
IL13
F8A1
EEPD1
RNF6
TBR1
TFIP11
CEP19
APLF
TEAD1
METTL7A
CYP4A11
SERPINB11
LOC105379641
CFAP57
FYB
LILRA1
B3GNT6
CEBPG
OPRK1
HERC6
C20orf173
ADAT2
UBE2G2
LOC101929206
MAGEA8
CH25H
LOC286063
GPR18
S100A14
LOC105372412
C10orf126
PKD1
CASP16
TBC1D24
DICER1
ZNF497
FAM47E-STBD1
RSC1A1
RMND5B
WDR78
MAD2L1BP
RNF141
SLC12A4
TAS2R40
IDH3G
GRWD1
LOC100129840
RAB27B
SMNDC1
SDK1
HINT2
NT5C
SLC18A3
LOC102725017
LRRC75A
HAPLN1
TMCC2
SLC25A53
RCN3
NBN
UGT1A7
TADA2B
TNNI2
OR2AG2
C1orf146
DFNB31
ELMOD1
HEPHL1
ALB
B4GALT2
OR5M8
ITFG1
PPAPDC2
LOC105372109
OSBP
DARS2
GALP
TPX2
SERGEF
OGG1
ATP5I
GUSB
ALS2
MFRP
TRAF3IP3
ANO4
LOC101060443
DDI1
PRKAG1
C15orf57
OR52A1
RP1L1
ANKRD32
SEC14L1
RASAL3
ZNF417
CHAD
CCDC144A
FAM104A
IL1R1
RASGRP1
MRO
SLC46A3
SPON1
LCE2C
FAM86B2
LSMEM1
ZNF268
ADTRP
LOC105374693
SPRR2F
ZNF785
S100A7A
SH2D3C
LOC105373316
LOC105370980
FAM173B
UBL7
CYP4F2
FECH
SLC27A5
TMEM259
FAM83E
TSPAN19
HIGD1A
CDC37L1
PRAMEF25
APOC4
ASAP2
GP9
FLNA
PDE3B
BRF2
FREM3
PDDC1
VWA5B2
BRD9
C19orf68
SIK2
MZF1
FSCB
ASAH2B
AATF
SPTSSA
GDPGP1
LOC101928093
BPHL
LOC728715
HLA-DRB1
TMEM17
KIF18A
CCDC126
WBP1
SELL
RAPH1
LOC101929924
LOC102724991
CCR5
LAPTM4A
SAR1B
CXorf67
STT3A
TREX2
LOC391322
FLJ45513
CYB5D2
CCRN4L
CYP2C8
PI4K2A
BECN1
AP1G2
CAPN11
TMEM230
C11orf54
C1orf123
RAB3C
SH2D6
CHIC1
PTGR2
TMEM154
LOC105371437
ATP4A
RPS6KA4
SPINK9
GPD2
RHOJ
SNX29
GRASP
SERPINB10
FAM210B
PPP1R13B
DPH7
NANOS2
RPS21
PCDHB15
ZCCHC6
LRTOMT
RFX3
POP7
PRMT9
MEFV
ACSS1
MPZL3
KHDRBS2
TLK1
KPNA1
ERBB3
ZNF860
MTM1
ING3
KIF24
LAMA2
LOC729353
MCOLN2
KBTBD6
ACO1
GALR2
LOC105378254
GCK
SLC7A9
LOC105371944
GPR155
CTNNA3
PCDHGC3
FANCL
FAM157B
SCAP
BEST1
VPS33B
KDM3A
CLEC7A
RABEP1
ARHGEF3
TBCEL
PIK3CB
SERP1
GSTT2
ARHGAP31
MYCT1
POLA1
KLRF1
SKIV2L2
DRC7
CARD16
CCL16
COX8C
RIMS2
NEK5
KLF16
TMEM121
RFNG
MYPN
OR2T27
PRKAR1B
KPNA5
PRR23B
FCGR3A
ERP29
NPSA
TSC1
BHLHA15
DSC2
BTBD2
ZBTB7C
FBXL15
APCS
OR14A16
GNAS
B4GALT7
MTPN
PSPC1
C17orf96
ZNF24
SLC25A52
MTRNR2L4
TTLL10
NDUFA12
PDIA2
LOC285628
CA3
USP29
PRH2
VCX3A
CDK4
SLC1A4
JAKMIP2
APH1A
LOC100130101
CEACAM4
DDX4
WDR73
TMED5
TAC4
SULT1A1
MAP4K2
BRI3
RAMP2
RASA4
FCHSD1
ZNF793
LIPC
PCDHGB4
DCP2
LOC645262
MUC21
NUP98
WBP1L
WDR47
C1QTNF9
FBXL5
EIF4A1
SAYSD1
ARHGEF28
NRSN2
LRRC37B
PHF1
CTU1
FBXO28
ZNF146
TMEM164
THAP8
LOC100131170
PCDHGB6
METTL4
CACNB1
RECQL4
FAM25D
HOXD9
CLCNKA
PSMA7
PXDC1
SIMC1
DNAJB9
SNX1
PGA3
COX7A1
DHFRL1
LOC105379408
KIT
FABP6
CCHCR1
RNASE6
OXER1
KCNS2
DEFA5
ZGRF1
RTP4
PLCZ1
ANKAR
ABL2
FPGT
CT47A5
PMF1
CHMP4A
PAX3
BANP
LOC101928343
TSR3
TMEM219
NCBP2
NCMAP
FAM9B
TBL1X
BCL9
USP6
CRYBA4
NSG1
HCRT
HEG1
RIPPLY1
REV1
UBR4
PDE10A
ACBD6
C10orf55
SCNN1D
LOC101929605
LRRC31
CD3D
PHF14
RPS27L
LCA5L
LOC105372811
SCHIP1
RECQL
CREB3
LDAH
GATS
MMP13
DPM3
ABRA
LOC102725236
EID2B
CTNNA1
ZFP42
LDHC
HIST1H4A
MUC5B
FANCD2
PRUNE
MYO6
TLR4
LPAR5
TNFRSF1B
RAI14
DPP4
TTC27
ABCG8
SLC39A12
AP2A1
OR5AS1
FIP1L1
HAVCR1
TMC3
PFKFB4
RALBP1
WFDC8
NKTR
DUSP28
FAM118B
MRPL49
GCM2
HIGD1C
RABGEF1
AFAP1L1
KLHL1
PPP3R1
SFMBT1
SCRN2
LOC105371136
PEX11G
OSBPL7
SHMT2
NIPAL4
KRTAP23-1
CEACAM5
CTIF
TNNI3K
ROS1
SEMA4B
IFT81
GPR75-ASB3
ARL14EP
C11orf30
DBP
NAMPT
LOC105370943
MAB21L1
PRSS12
RPS6KA5
TRMT44
FMO1
TOPBP1
NFE2L1
SEPT12
UGP2
EEF1D
CDK5RAP2
SLC7A7
TOP1
PRAC2
TMEM8C
IRX2
C9orf66
GRIA1
TENM2
ZNF300
BICC1
MRLN
PLSCR1
EXOC3L2
TSPY4
PSME4
TIMM8B
ZBBX
CBR1
GRHPR
OR8H2
PLIN3
HOXB4
NPIPB9
TIMM22
SRRT
OSBP2
AP3B2
TMEM44
SNAPC4
CATSPERD
SDHAF1
KCNMA1
CDC7
LOC105373093
METAP1D
F2RL2
IGF2BP1
MYBPC1
HES2
SPRYD3
TCF3
C14orf132
GIGYF1
FLG2
RAB3GAP2
DMRT1
ABCF3
MCCC2
LOC105376847
RFXANK
GLYATL3
MRPL3
SDR9C7
ZNF878
KRTAP10-8
TMCC1
POC1B-GALNT4
ANKRD27
ZKSCAN7
GMCL1
QTRT1
SND1
UBE2QL1
ARHGAP21
TTLL9
RPF1
LOC105378580
TTC28
LOC105372328
MIEN1
CENPBD1
MRPL41
CLIP4
GTF3A
CDK7
FXR2
HTN3
PTPRO
ZNHIT1
ARID4B
APOBEC3G
TMEM54
KIRREL3
SSTR4
FMN2
IL17B
IZUMO2
ARPC4
POLD1
LASP1
FZD4
SQRDL
LOC105373226
OR2T11
VAMP5
POLN
LOC105371727
LYG1
MYC
TIMP3
C12orf74
BAIAP2L2
EDNRB
STRA6
METRN
C15orf56
HDAC7
OR10J5
ZNF575
GALT
L2HGDH
KIF26B
RTKN2
PTPRT
MOB3C
ANKRD46
SMIM14
NKAIN1
C3AR1
TCEAL1
BCL2L15
OOSP2
IL36B
HNF4A
FAM131A
PRODH
TDP2
TMEM106A
GCAT
PIWIL4
TBPL1
PROK1
SCN1A
MARCKSL1
RANBP3L
CEP135
PLEKHO1
LOC644070
IGF1R
APOL4
RBP3
SYCP2L
GPR173
NTAN1
TBCC
LXN
DGKB
DHRS7C
GCNT6
DUSP15
LUM
IRS4
SMPDL3A
NEU1
C12orf66
SPDL1
PDE4DIP
ABCC11
LMTK2
EPHA4
LOC348162
DERL1
LOC100652894
GJB4
OTOA
GLRA1
PLA2G5
C11orf57
KIAA0408
ZYX
AAGAB
HSPA1L
SNX15
PRSS3
CYB5R2
ZMYND8
DEFB124
SH3GL2
HIPK4
ZBTB40
LOC105379238
RIPPLY2
INAFM2
ETS2
KIF1C
MUC2
SLC7A3
LOC105374752
TFR2
NOTCH2NL
DLG2
GIMAP4
CHTF18
ZFAND6
SLC25A12
ABHD2
CNTNAP5
SLC11A2
RPP25
SORCS3
WIPF2
SLC44A3
CARKD
OR6C2
LIN9
ARVCF
TMSB10
FOXB1
GPS2
KLHL8
RAB33B
PPAT
COMMD10
LOC105374013
PHF10
APOBEC3D
LOC101927853
ACOT12
AP3S2
LRRN2
SRPK2
FARSB
H2BFWT
KCNJ5
ZBTB38
LOC101060569
EML5
FGFR2
NDUFB10
FEV
TGFB1I1
PLEKHG4
LOC102723859
TRIM48
LOC105371188
ALOX15
RIPK1
C19orf54
GAD1
C16orf74
CABLES1
P2RX3
WIPI1
DDRGK1
KDM6B
ZNF70
THRB
NXF3
TMEM87A
CNTROB
AVPR2
PTER
LOC105369997
HMGN2
DDX55
S100A7L2
MAP2K1
ZC3HC1
LOC101928870
SLC35A3
TRPM8
TMEM79
OR4C15
TSPAN31
CHRNA1
AATK
SERPINA10
IFNGR1
RAP2B
TACC2
MIPEP
FAM83G
TAC3
LOC100287036
CSH1
MPZL2
DENR
MTMR11
HS3ST5
MRPL13
CNOT3
UHRF1BP1
LOC100132154
ACOT11
ENG
NFKBIZ
CHGB
ARL4D
DDX18
ZNF732
CCDC80
PDYN
C14orf105
DNMBP
CENPU
MOB1B
LY86
LIX1L
RND1
HSD3B2
GUCD1
TMEM178B
PTGFR
VIPR2
DDAH1
USP5
FAAP20
NADK
ATP1B3
PSMC4
CNP
BCLAF1
IL12A
ASXL3
C8orf82
SAMD15
FAM189B
LGALS7B
SASH3
RNF168
HAVCR2
ANKMY2
CLEC17A
ARMC8
FAM111A
SIGLEC10
OR10K1
FUT7
GTF2A1L
DEPDC7
TTC38
LOC105369868
UBE2D3
WFDC10B
POLR3E
ARG2
MPZL1
DOCK8
TMEM181
GPR31
KLHL42
CHD9
MUC8
OR4C13
PITPNA
CRIM1
FRAT2
P2RY13
EXO5
KDM8
BOD1L1
IDH1
ZNF177
LOC100129852
RAD23A
DSCR4
MAGEB4
SLC17A1
SLC2A9
LOC102725029
CRMP1
AP5Z1
KCNA5
OR3A3
ESD
ATXN7L1
NDUFA2
PCDHB11
EGLN3
ARHGEF25
TNXB
OR4F3
GGT1
WDHD1
SLC22A18AS
SDAD1
WIPF1
LOC105373801
PSENEN
RWDD4
ZDHHC24
ATP6V0B
TMEM14B
GUCY2F
OR13C2
TP63
PRKCH
PSD4
SHOC2
PSMG3
LRRC19
TADA1
RNF14
IL4R
HMCN1
MOK
TMEM147
LOC105379857
MGAT3
SFT2D3
KCNT1
SRI
HIST1H3A
CRYGD
TOM1L1
LOC101060386
PPFIA3
ISY1-RAB43
ILVBL
FBXL12
ATP6AP1L
SLC30A6
LOC102723971
CDRT15L2
AQP1
TDRD3
GP1BA
GPR182
INTS10
KIAA0556
MFSD1
PTCRA
BOK
ABCG2
PIWIL3
HLA-G
SLC4A9
PSMD10
TSPAN15
TMEM201
LENG8
C11orf91
SEPP1
LOC105376855
GPRASP1
ITIH3
GMEB1
MFSD5
ZNF572
HGSNAT
HECTD1
LOC102723796
LPL
VAMP4
KDELR3
FLVCR1
LOC102723422
RRAS2
SCYL2
CTAGE4
GOLGA6L3
ATP2B2
LOC284570
MAEL
PITPNM3
FMN1
LOC105372387
SRGAP2
EML6
RGPD5
ATXN8
RREB1
CAMK2A
IFITM10
TAS2R7
TMEM89
LRRC10B
ICT1
SOX10
DENND4A
MEOX1
RHOXF2
TAS2R36
SLC8A3
FAM98C
CR1L
RHOBTB1
UPK3BL
DUSP18
KIF11
SMC1A
SORBS3
ERF
GNL3L
IGFBPL1
TNFAIP2
H2AFY2
ACTB
FGF16
GCG
HHLA2
SAP30BP
PCMT1
LARP1B
ZIC5
SPDYE16
PTGR1
LOC105373780
FBXO4
GLT8D1
ALDH8A1
BDKRB2
AIFM1
C1QTNF9B-AS1
GTF2H1
PCDH19
AIF1L
TMEM41A
SCRIB
ERVFRD-1
ZMYND15
BTBD9
CXCL6
PHF13
RANBP17
CCDC42B
CD36
KIAA0226
SYT16
NCCRP1
LOC105372844
RGS3
ANAPC10
LOC105371192
CTSH
SH2B3
SIRPD
KRT6A
C1orf194
FCGR1B
ASCC3
LOC100653061
UBE2R2
TSSC1
SLC4A10
OR52L1
CHTOP
SLC26A2
NLRP2
PDF
SPANXN5
APBA2
GNG10
POU6F2
CAAP1
C12orf54
ABCB1
PIP5KL1
PPRC1
ZNF20
DDX28
FREM2
BLVRB
ASB12
ZBTB4
TMEM205
SHANK2
PRKACB
RTCB
TAF15
SLC1A1
CGA
ELMO1
SBDS
LOC105379287
C22orf15
ITGA5
DYDC1
C19orf81
KIF28P
LAMTOR5
ZNF74
MRC1
SLC2A14
ATG4C
C19orf26
SUPT5H
EMC7
FAM162B
FSCN2
ABI2
XAGE1E
SMYD1
USP43
DDX3Y
SLFN12L
GDAP2
DHX30
BCL11A
WSB1
EPHA2
LMBRD1
RNF170
LOC105369769
MGRN1
IFT80
PDIA3
UBTD1
MRPL35
SEL1L3
ZNF564
C1orf174
NABP1
EFCAB1
CXorf23
CACNA1F
CIR1
SLC35D3
OR5M1
MICU1
DYNC2LI1
MTSS1L
ADAM11
SOS1
ASCL3
PABPC4L
PABPN1L
KIR3DL1
JPH4
FABP1
CSPG5
ATP8
MIER2
CASP9
PSMG2
LURAP1
C20orf194
TBC1D2
LOC105379728
ACAT2
RGS11
LOC105378101
FSHR
HRH3
RPL36AL
LGALSL
PARN
PLEKHJ1
FAM207A
LOC102723534
ZFPL1
SLC30A8
FAM92B
NARFL
MTMR4
PLIN5
OR6T1
ZC3H12D
ODF2L
CENPT
LOC105378862
LCMT1
ZNF513
C5orf51
IL1R2
ZNF630
DYDC2
CCL4
OVOS
C21orf62
LNP1
LOC102724668
MICALL2
FAM69C
GSTCD
KIAA0040
SIK1
UBQLNL
NRBF2
SWI5
SMCR8
USP38
ZNF554
SOX4
CTH
CEACAM20
HIST1H3G
HSPH1
CHRNA5
MYO1D
TMEM106B
FAM69B
DRD4
KPRP
DDX54
SKAP2
CDT1
GRHL2
PGA5
SLC47A1
IGF1
TP53RK
TBC1D9B
LRRC74B
CERS4
TRIML1
OR5D13
UBE2S
HFE
PLEKHO2
PPP3CA
FAM89B
MEGF11
ZNRF1
ST3GAL4
KRTAP20-1
C19orf84
CENPC
ARMCX2
POLR1D
OR51A7
LGI3
SEMA4F
ODF3
MSK32
ATG4A
CDKL5
ZNF761
TRAP1
DMRTA2
FOXQ1
LOC105370939
LOC105379702
SMAD9
MID1IP1
POTED
CT47A9
MRPL52
TTLL6
FLT3
ADAM30
TRIM61
NFKB2
UMPS
TMEM56
EFNB2
KLHL40
GRIN1
AMIGO1
PLP2
ANKMY1
LOC101928621
TDRD6
FBXL7
KIAA1109
HELB
OR10G3
FNDC4
SLC35F4
OR4K15
CCK
SLC22A8
DSE
CNPY2
TRMT6
MRPL54
BRD1
C21orf58
SLFNL1
MTCP1
EIF1B
SNAPC1
POLE4
ZNF805
CLIC2
HS3ST2
LOC105379399
KCNS3
AXIN2
F2
PMVK
PAPPA2
FIZ1
FCRL1
TCF19
RTN4RL1
RGMA
DSTYK
MAGEA10-MAGEA5
MIS18BP1
GOLPH3
PRSS53
CLDN25
DIAPH2
COMMD1
A2M
EIF4EBP3
LIMK2
DDX20
NUCB1
SLC41A3
OR4F29
CNOT1
FASA
LOC105369199
RGS18
BBS1
DCLK1
LAT
HARS
BEGAIN
TTC30A
LRRC8E
KRT79
SUCO
TLCD1
WFIKKN2
MRPL45
LOC101060254
TCEAL2
C14orf177
TMEM229B
SLC9A6
GHRL
DENND1B
KMT2A
KCNK10
ZGPAT
RSPO4
DUXB
KCNK7
C10orf131
LOC105379532
HIST1H2AC
NLRC4
FKBP1A
NCKAP1
TIAM1
KIF18B
RPGRIP1
CNTNAP2
EDN1
TFB2M
C19orf43
ADRA2B
MTMR2
LAMTOR4
THEM5
ERMP1
CGB2
SAMD4B
LOC101928451
UCP1
HIST1H2BA
CIC
ZNF840P
BARX1
SPAG16
C1R
OR4D11
ZNF430
PEBP1
PPP1R3D
BRD4
DOT1L
SCN9A
CDR2
ZNF516
IGH
RAD54L2
TRIM3
MIOS
B3GNT9
NKX2-8
TBX1
PIANP
LOC101930165
DAD1
DCAF7
LOC105379665
LTC4S
SMARCA5
UHRF1BP1L
COPS8
WHSC1L1
CPEB3
TRPC4
DAPL1
CDKN2AIP
CLEC18A
ANGPT1
SH2D2A
GLI3
WFDC13
FERD3L
OR10A7
HLA-DQB1
PLCL1
PNMAL1
METAP1
KRTAP5-7
ZNF391
OR10A3
GSTP1
TMEM207
TEX101
C18orf8
CCNO
HECA
MKRN2
GPR68
AGBL1
COX6B2
MAFB
LOC644215
COLQ
PHTF1
SLC35G6
NFATC2IP
DCLRE1B
TFF2
BAGE3
HIC1
DKC1
BRIX1
ZNF667
LOC102723722
HAAO
ADCY3
TNFSF11
RAPGEF4
LOC100129125
ZSCAN32
EPT1
METTL23
LIMCH1
SCGB1A1
GABRQ
ART1
LOC219688
H2AFX
PCDH10
PPARD
TRPV2
NEMP1
ABHD16A
ZNF644
ZNF585A
LOC100131129
RPL35A
LOC102724610
CSPP1
CDC34
PIGB
CCDC53
NCAPG2
SLC7A5
LOC105370296
